43	1	131.7250	-120.8290
44	1	121.7660	-118.8200
45	1	112.5950	-116.4490
46	1	104.0680	-113.2650
47	1	95.6058	-109.3490
48	1	86.8138	-105.1080
49	1	77.7470	-100.4670
50	1	68.9890	-95.6028
51	1	60.8928	-90.5235
52	1	53.2942	-85.1904
53	1	45.7680	-80.2701
54	1	38.2728	-75.3987
55	1	30.5814	-70.8010
56	1	22.7018	-66.3202
57	1	14.6464	-61.4172
58	1	6.3174	-56.2339
59	1	-1.7083	-50.4489
60	1	-9.4004	-44.3736
61	1	-15.7554	-37.8050
62	1	-21.2934	-30.5939
63	1	-25.9116	-23.1024
64	1	-30.4525	-15.0154
65	1	-34.9438	-7.1655
66	1	-38.5933	0.8174
67	1	-41.6882	9.4831
68	1	-44.4587	18.2912
69	1	-47.2534	27.1179
70	1	-49.8637	35.6078
71	1	-53.2340	43.9287
72	1	-56.9244	52.2367
73	1	-60.4866	60.2599
74	1	-64.1225	68.2633
75	1	-67.5027	76.8355
76	1	-70.4639	85.9326
77	1	-73.0178	95.7193
78	1	-75.1774	105.6260
79	1	-76.1437	116.3390
80	1	-76.5664	126.8800
81	1	-76.6227	137.0690
82	1	-76.5497	146.8130
83	1	-76.2576	156.2070
84	1	-75.5321	166.0100
85	1	-75.0214	176.0520
86	1	-74.8679	186.1180
87	1	-74.8679	196.7880
88	1	-75.4015	206.9480
89	1	-76.3454	216.4050
90	1	-77.6533	225.2610
91	1	-78.8201	234.0520
92	1	-79.5103	243.6260
93	1	-79.7474	254.0460
94	1	-79.1717	265.0170
95	1	-77.9331	275.7720
96	1	-75.9363	285.9040
97	1	-73.6888	295.1400
98	1	-71.3800	303.6170
99	1	-68.8725	311.7080
100	1	-65.7968	320.1520
101	1	-62.5274	329.6590
102	1	-59.5383	339.2720
103	1	-56.8414	349.2770
104	1	-54.6626	358.9720
105	1	-52.6831	367.6800
106	1	-50.6399	375.5980
154	2	127.6850	-164.4350
155	2	115.7590	-162.9150
156	2	104.1420	-161.2020
157	2	93.2259	-159.2030
158	2	83.4606	-156.7940
159	2	74.2791	-154.0730
160	2	65.2582	-150.8670
161	2	55.5944	-147.0880
162	2	45.6387	-142.6260
163	2	35.8050	-137.7450
164	2	26.6608	-132.6230
165	2	18.0680	-127.4370
166	2	9.6028	-122.5640
167	2	1.1201	-117.6670
168	2	-7.4161	-112.3840
169	2	-16.2037	-106.5600
