142	1	-1.5298	3.8082
143	1	-1.5192	3.6874
144	1	-1.5029	3.5597
145	1	-1.4822	3.4303
146	1	-1.4666	3.3161
147	1	-1.4583	3.2110
148	1	-1.4601	3.1178
149	1	-1.4635	3.0127
150	1	-1.4651	2.8942
151	1	-1.4661	2.7667
152	1	-1.4696	2.6371
153	1	-1.4729	2.5141
154	1	-1.4597	2.4027
155	1	-1.4417	2.3039
156	1	-1.4152	2.2072
157	1	-1.3900	2.1036
158	1	-1.3618	1.9933
159	1	-1.3286	1.8786
160	1	-1.2900	1.7653
161	1	-1.2531	1.6601
242	2	-1.5825	3.7636
243	2	-1.5870	3.6551
244	2	-1.5850	3.5533
245	2	-1.5752	3.4485
246	2	-1.5625	3.3358
247	2	-1.5485	3.2143
248	2	-1.5321	3.0889
249	2	-1.5133	2.9654
250	2	-1.4949	2.8498
251	2	-1.4809	2.7405
252	2	-1.4720	2.6308
253	2	-1.4691	2.5173
254	2	-1.4677	2.4015
255	2	-1.4665	2.2810
256	2	-1.4639	2.1568
257	2	-1.4594	2.0354
258	2	-1.4518	1.9185
259	2	-1.4404	1.8069
260	2	-1.4229	1.6982
261	2	-1.3994	1.5908
336	3	-1.5524	3.7958
337	3	-1.5363	3.6466
338	3	-1.5248	3.5027
339	3	-1.5142	3.3752
340	3	-1.5007	3.2565
341	3	-1.4863	3.1373
342	3	-1.4699	3.0103
343	3	-1.4525	2.8753
344	3	-1.4367	2.7334
345	3	-1.4205	2.5924
346	3	-1.4002	2.4598
347	3	-1.3800	2.3316
348	3	-1.3489	2.2136
349	3	-1.3194	2.0909
350	3	-1.2902	1.9623
351	3	-1.2595	1.8377
352	3	-1.2223	1.7130
353	3	-1.1825	1.5932
354	3	-1.1414	1.4786
355	3	-1.0988	1.3628
422	4	-0.9037	3.6742
423	4	-0.9071	3.5413
424	4	-0.9111	3.3944
425	4	-0.9169	3.2458
426	4	-0.9194	3.1087
427	4	-0.9127	2.9942
428	4	-0.8928	2.8922
429	4	-0.8694	2.7850
430	4	-0.8483	2.6643
431	4	-0.8311	2.5287
432	4	-0.8139	2.3843
433	4	-0.8022	2.2452
434	4	-0.7878	2.1149
435	4	-0.7764	2.0000
436	4	-0.7694	1.8929
437	4	-0.7686	1.7778
438	4	-0.7716	1.6558
439	4	-0.7764	1.5227
440	4	-0.7755	1.3901
441	4	-0.7672	1.2629
509	5	-1.3277	3.8770
510	5	-1.3302	3.7751
511	5	-1.3263	3.6768
512	5	-1.3119	3.5845
513	5	-1.2919	3.4868
514	5	-1.2720	3.3763
515	5	-1.2545	3.2574
516	5	-1.2354	3.1380
517	5	-1.2125	3.0256
518	5	-1.1908	2.9193
519	5	-1.1717	2.8193
520	5	-1.1585	2.7180
521	5	-1.1558	2.6072
522	5	-1.1526	2.4937
523	5	-1.1481	2.3760
524	5	-1.1456	2.2593
525	5	-1.1449	2.1488
526	5	-1.1403	2.0438
527	5	-1.1203	1.9432
528	5	-1.0885	1.8448
602	6	-1.5151	3.6597
603	6	-1.5263	3.5300
604	6	-1.5340	3.4082
605	6	-1.5385	3.2927
606	6	-1.5349	3.1828
607	6	-1.5248	3.0784
608	6	-1.5101	2.9731
609	6	-1.4939	2.8590
610	6	-1.4773	2.7385
611	6	-1.4597	2.6180
612	6	-1.4392	2.5027
613	6	-1.4174	2.3893
614	6	-1.4076	2.2739
615	6	-1.4079	2.1556
616	6	-1.4064	2.0354
617	6	-1.4004	1.9091
618	6	-1.3947	1.7848
619	6	-1.3843	1.6660
620	6	-1.3724	1.5507
621	6	-1.3510	1.4317
696	7	-1.3261	3.7417
697	7	-1.3046	3.6181
698	7	-1.2824	3.4899
699	7	-1.2561	3.3622
700	7	-1.2245	3.2384
701	7	-1.1931	3.1216
702	7	-1.1678	3.0140
703	7	-1.1517	2.9105
704	7	-1.1442	2.7968
705	7	-1.1390	2.6714
706	7	-1.1353	2.5404
707	7	-1.1332	2.4086
708	7	-1.1332	2.2742
709	7	-1.1274	2.1525
710	7	-1.1013	2.0360
711	7	-1.0650	1.9303
712	7	-1.0298	1.8228
713	7	-1.0001	1.7224
714	7	-0.9624	1.6096
715	7	-0.9240	1.5006
791	8	-1.1428	3.7175
792	8	-1.1224	3.6003
793	8	-1.1053	3.4915
794	8	-1.1030	3.3893
795	8	-1.1112	3.2788
796	8	-1.1214	3.1601
797	8	-1.1338	3.0348
